paperid,year
53e99818b7602d9702030275,2008
53e99818b7602d9702030311,1969
53e99818b7602d9702030312,2010
53e99818b7602d9702030314,2011
53e99818b7602d9702030315,2014
53e99818b7602d970203031b,2003
53e99818b7602d9702030340,1995
53e99818b7602d9702030344,2001
53e99818b7602d9702030345,2010
53e99818b7602d9702030347,2005
53e99818b7602d9702030348,2011
53e99818b7602d9702030349,2012
53e99818b7602d970203034a,2007
53e99818b7602d970203034b,2002
53e99818b7602d970203034c,1993
53e99818b7602d970203034d,1986
53e99818b7602d9702030367,1995
53e99818b7602d9702030368,2005
53e99818b7602d9702030369,2006
53e99818b7602d970203036a,2012
53e99818b7602d97020303b8,2009
53e99818b7602d97020303b9,2009
53e99818b7602d9702030409,2005
53e99818b7602d9702030420,1991
53e99818b7602d9702030422,2013
53e99818b7602d9702030429,1995
53e99818b7602d970203043a,1983
53e99818b7602d970203043b,2004
53e99818b7602d97020304d3,1983
53e99818b7602d97020304d4,1986
53e99818b7602d97020304da,2007
53e99818b7602d970203048d,1990
53e99818b7602d970203048f,2000
53e99818b7602d9702030490,1997
53e99818b7602d9702030491,1974
53e99818b7602d9702030498,1986
53e99818b7602d9702030499,2005
53e99818b7602d970203049b,1997
53e99818b7602d970203049c,2011
53e99818b7602d970203049d,2012
53e99818b7602d970203049e,2011
53e99818b7602d970203049f,2009
53e99818b7602d97020304a0,2009
53e99818b7602d97020304a4,1993
53e99818b7602d97020304b2,2006
53e99818b7602d97020304b3,2006
53e99818b7602d97020304b4,1984
53e99818b7602d9702030627,2013
53e99818b7602d970203062e,2000
53e99818b7602d970203063d,1995
53e99818b7602d9702030641,2002
53e99818b7602d9702030642,1996
53e99818b7602d9702030643,1998
53e99818b7602d9702030644,2010
53e99818b7602d9702030645,1989
53e99818b7602d9702030646,2004
53e99818b7602d9702030647,1984
53e99818b7602d9702030648,1992
53e99818b7602d9702030649,2008
53e99818b7602d970203064b,2008
53e99818b7602d970203064e,1995
53e99818b7602d9702030652,2001
53e99818b7602d970203066a,2005
53e99818b7602d970203066b,2006
53e99818b7602d970203069c,1997
53e99818b7602d970203069d,2009
53e99818b7602d970203069e,1962
53e99818b7602d970203069f,2014
53e99818b7602d97020306a0,1997
53e99818b7602d970203090a,1999
53e99818b7602d970203090e,2002
53e99818b7602d9702030911,1999
53e99818b7602d9702030914,2009
53e99818b7602d9702030918,2011
53e99818b7602d97020308b5,2011
53e99818b7602d97020308b7,1996
53e99818b7602d97020308b8,2001
53e99818b7602d97020308b9,1998
53e99818b7602d97020308bc,2004
53e99818b7602d97020308bf,2006
53e99818b7602d97020308c0,2009
53e99818b7602d97020308c2,1991
53e99818b7602d97020308c3,1991
53e99818b7602d97020308c4,1993
53e99818b7602d97020308c5,2011
53e99818b7602d97020308c6,1968
53e99818b7602d97020308c7,2012
53e99818b7602d97020308c9,2011
53e99818b7602d97020308ca,2010
53e99818b7602d97020308d7,2004
53e99818b7602d97020308dc,1991
53e99818b7602d9702030908,2013
53e99818b7602d9702030909,2010
53e99818b7602d970203090b,2002
53e99818b7602d970203090c,2006
53e99818b7602d970203090d,2004
53e99818b7602d970203090f,1998
53e99818b7602d9702030910,2004
53e99818b7602d9702030912,2001
53e99818b7602d9702030915,1972
53e99818b7602d9702030916,2012
53e99818b7602d9702030917,2011
53e99818b7602d9702030919,2008
53e99818b7602d9702030a4c,1992
53e99818b7602d9702030a4d,1998
53e99818b7602d9702030a4f,2002
53e99818b7602d9702030a75,1995
53e99818b7602d9702030a76,1983
53e99818b7602d9702030a77,2009
53e99818b7602d970203095b,1995
53e99818b7602d970203095c,2001
53e99818b7602d9702030b8a,1992
53e99818b7602d9702030a4a,2011
53e99818b7602d9702030a4e,1989
53e99818b7602d9702030a52,2012
53e99818b7602d9702030a54,1989
53e99818b7602d9702030a5b,2000
53e99818b7602d9702030bb7,1994
53e99818b7602d9702030bb8,2001
53e99818b7602d9702030bb9,2006
53e99818b7602d9702030bba,2013
53e99818b7602d9702030bbb,2004
53e99818b7602d9702030bc1,2006
53e99818b7602d97020310ab,2005
53e99818b7602d97020310ac,2005
53e99818b7602d97020310ad,2013
53e99818b7602d9702030c75,1997
53e99818b7602d9702030b32,1995
53e99818b7602d9702030b33,2003
53e99818b7602d9702030c99,2003
53e99818b7602d9702030c9a,2009
53e99818b7602d9702031113,2011
53e99818b7602d9702031114,2005
53e99818b7602d9702031115,2005
53e99818b7602d9702031117,2007
53e99818b7602d970203111a,2012
53e99818b7602d970203111b,2012
53e99818b7602d970203111f,1997
53e99818b7602d9702031126,1987
53e99818b7602d9702030cb9,1997
53e99818b7602d9702030cbb,2011
53e99818b7602d9702030cc1,2011
53e99818b7602d9702030b83,2009
53e99818b7602d970203114a,2004
53e99818b7602d970203114b,2007
53e99818b7602d9702030b89,2012
53e99818b7602d9702030ce4,1985
53e99818b7602d970203114c,1997
53e99818b7602d970203114d,1989
53e99818b7602d970203114e,2017
53e99818b7602d9702030d71,2010
53e99818b7602d9702030d72,2006
53e99818b7602d9702030d73,2010
53e99818b7602d9702030c15,1988
53e99818b7602d9702030d86,2012
53e99818b7602d9702030d87,2008
53e99818b7602d9702030d88,2004
53e99818b7602d9702030d89,2009
53e99818b7602d9702030c36,2006
53e99818b7602d9702030c37,2008
53e99818b7602d9702030c39,2010
53e99818b7602d9702030c3a,2006
53e99818b7602d9702030c3b,2011
53e99818b7602d9702030c3c,1989
53e99818b7602d9702030c45,2006
53e99818b7602d9702030ce2,2000
53e99818b7602d9702030ce3,1984
53e99818b7602d9702030ce5,1992
53e99818b7602d9702030cff,1985
53e99818b7602d9702030d00,2013
53e99818b7602d9702030e24,1990
53e99818b7602d9702030e25,2007
53e99818b7602d9702030e26,1970
53e99818b7602d970203121c,1992
53e99818b7602d970203121f,2007
53e99818b7602d9702031220,2008
53e99818b7602d9702031222,2009
53e99818b7602d9702031224,2009
53e99818b7602d9702030e5f,1996
53e99818b7602d9702030e60,2001
53e99818b7602d9702030e61,2005
53e99818b7602d9702030e62,1983
53e99818b7602d9702030e65,2007
53e99818b7602d9702030d61,2000
53e99818b7602d9702030d62,2001
53e99818b7602d9702030e69,2011
53e99818b7602d9702030e6a,2011
53e99818b7602d9702030d66,1996
53e99818b7602d9702030d67,1995
53e99818b7602d9702030d68,1979
53e99818b7602d9702030d6c,2004
53e99818b7602d9702030d6d,2005
53e99818b7602d9702030d6e,2007
53e99818b7602d9702030d70,2010
53e99818b7602d9702030e81,2003
53e99818b7602d9702030e82,2011
53e99818b7602d9702030e83,2012
53e99818b7602d9702030ddc,2007
53e99818b7602d9702030de1,1994
53e99818b7602d9702030de4,2013
53e99818b7602d9702030e96,2000
53e99818b7602d9702030eb3,2001
53e99818b7602d9702030ede,1994
53e99818b7602d9702030edf,1997
53e99818b7602d9702030ee0,1965
53e99818b7602d9702030ee3,1997
53e99818b7602d9702030e04,2003
53e99818b7602d9702030ee4,2000
53e99818b7602d9702030ee7,2010
53e99818b7602d9702030ee8,2010
53e99818b7602d9702030ee9,2011
53e99818b7602d9702030eea,2011
53e99818b7602d9702030eeb,2010
53e99818b7602d9702030eec,2011
53e99818b7602d9702030eee,1999
53e99818b7602d9702031291,1995
53e99818b7602d9702030e40,2001
53e99818b7602d9702030e64,2015
53e99818b7602d9702030eb0,2014
53e99818b7602d97020312cc,1988
53e99818b7602d9702030edd,1992
53e99818b7602d9702030f05,1993
53e99818b7602d9702030f06,1979
53e99818b7602d9702030f9f,1998
53e99818b7602d9702030fa0,2001
53e99818b7602d9702030fa1,2007
53e99818b7602d970203133d,2002
53e99818b7602d970203133e,2014
53e99818b7602d9702031340,1989
53e99818b7602d9702031341,1999
53e99818b7602d9702031342,1991
53e99818b7602d9702031343,2006
53e99818b7602d9702031344,1980
53e99818b7602d9702031346,1993
53e99818b7602d9702031347,2003
53e99818b7602d970203102a,2005
53e99818b7602d970203134c,2007
53e99818b7602d970203134d,2011
53e99818b7602d970203134e,2003
53e99818b7602d970203102c,2012
53e99818b7602d970203102d,2006
53e99818b7602d970203102e,2004
53e99818b7602d970203102f,2011
53e99818b7602d9702031031,2000
53e99818b7602d9702031041,1988
53e99818b7602d970203135d,2004
53e99818b7602d9702031379,2012
53e99818b7602d970203137a,2004
53e99818b7602d970203137b,2011
53e99818b7602d970203137c,2007
53e99818b7602d970203147e,2001
53e99818b7602d970203147f,1983
53e99818b7602d9702031496,2006
53e99818b7602d97020314aa,1981
53e99818b7602d970203152b,1998
53e99818b7602d970203152c,2012
53e99818b7602d970203152f,2014
53e99818b7602d9702031530,2004
53e99818b7602d970203153a,1976
53e99818b7602d9702031540,1986
53e99818b7602d9702031541,1995
53e99818b7602d9702031553,1985
53e99818b7602d9702031554,2002
53e99818b7602d97020315f7,1998
53e99818b7602d97020315f8,1995
53e99818b7602d97020315fa,2009
53e99818b7602d97020315fb,2003
53e99818b7602d97020315fc,2011
53e99818b7602d97020315ff,2012
53e99818b7602d9702031620,2000
53e99818b7602d9702031621,1982
53e99818b7602d9702031641,1983
53e99818b7602d97020316c4,1997
53e99818b7602d97020316c5,1994
53e99818b7602d97020316c9,2001
53e99818b7602d97020316ca,2014
53e99818b7602d97020316cf,2007
53e99818b7602d97020316d1,2009
53e99818b7602d97020316d2,2011
53e99818b7602d97020316d3,2012
53e99818b7602d97020316d4,2005
53e99818b7602d97020316d5,2012
53e99818b7602d97020316d7,2013
53e99818b7602d97020316d8,2011
53e99818b7602d97020316d9,2011
53e99818b7602d97020316da,1993
53e99818b7602d97020316e8,2008
53e99818b7602d97020316e9,2005
53e99818b7602d9702031711,2013
53e99818b7602d9702031712,2010
53e99818b7602d9702031713,2007
53e99818b7602d970203174c,1985
53e99818b7602d9702031854,2005
53e99818b7602d9702031877,1992
53e99818b7602d9702031878,2000
53e99818b7602d9702031879,2008
53e99818b7602d970203187a,1984
53e99818b7602d970203187b,2011
53e99818b7602d970203187c,1993
53e99818b7602d97020318cc,2008
53e99818b7602d97020318d0,2012
53e99818b7602d97020318d6,2001
53e99818b7602d97020318e7,1994
53e99818b7602d97020318ea,2006
53e99818b7602d97020318ef,2013
53e99818b7602d97020318f0,1984
53e99818b7602d97020318f5,1976
53e99818b7602d97020318fe,1988
53e99818b7602d97020318ff,2012
53e99818b7602d9702031961,1998
53e99818b7602d9702031962,2002
53e99818b7602d9702031963,1990
53e99818b7602d9702031964,1993
53e99818b7602d9702031965,2000
53e99818b7602d9702031966,1978
53e99818b7602d9702031968,2003
53e99818b7602d9702031969,2012
53e99818b7602d970203196b,2013
53e99818b7602d970203196c,1977
53e99818b7602d970203196d,2005
53e99818b7602d970203196f,2007
53e99818b7602d9702031983,2005
53e99818b7602d9702031984,2004
53e99818b7602d9702031985,2005
53e99818b7602d9702031986,2003
53e99818b7602d9702031987,2010
53e99818b7602d97020319f6,1996
53e99818b7602d97020319f7,2002
53e99818b7602d97020319f9,2006
53e99818b7602d97020319fb,2009
53e99818b7602d9702031a12,2003
53e99818b7602d9702031a13,1995
53e99818b7602d9702031a14,2009
53e99818b7602d97020319f5,1993
53e99818b7602d97020319f8,2006
53e99818b7602d97020319fc,2007
53e99818b7602d9702031a7f,2004
53e99818b7602d9702031a89,2007
53e99818b7602d9702031aa7,2007
53e99818b7602d9702031aa8,1997
53e99818b7602d9702031bc3,2000
53e99818b7602d9702031bc5,1993
53e99818b7602d9702031bc6,1984
53e99818b7602d9702031bc8,2004
53e99818b7602d9702031add,1997
53e99818b7602d9702031bca,2006
53e99818b7602d9702031b5c,1980
53e99818b7602d9702031bcc,2012
53e99818b7602d9702031b64,2002
53e99818b7602d9702031b65,1987
53e99818b7602d9702031bd0,2007
53e99818b7602d9702031b69,2009
53e99818b7602d9702031b6a,2012
53e99818b7602d9702031b6b,1985
53e99818b7602d9702031aec,2011
53e99818b7602d9702031af9,2005
53e99818b7602d9702031b04,2000
53e99818b7602d9702031bc9,2008
53e99818b7602d9702031c79,2003
53e99818b7602d9702031c7c,2012
53e99818b7602d9702031c87,1989
53e99818b7602d9702031c97,1996
53e99818b7602d9702031b1d,2004
53e99818b7602d9702031c99,2011
53e99818b7602d9702031dd7,2011
53e99818b7602d9702031ddb,2009
53e99818b7602d9702031e06,2005
53e99818b7602d9702031e09,2013
53e99818b7602d9702031e0c,2004
53e99818b7602d9702031bbf,1986
53e99818b7602d9702031e17,2010
53e99818b7602d9702031bc2,1974
53e99818b7602d9702031bc4,1988
53e99818b7602d9702031bc7,1999
53e99818b7602d9702031c7b,2010
53e99818b7602d9702031e61,1997
53e99818b7602d9702031ce7,1989
53e99818b7602d9702031ce8,2008
53e99818b7602d9702031ce9,1994
53e99818b7602d9702031cea,1999
53e99818b7602d9702031ceb,2001
53e99818b7602d9702031cec,2006
53e99818b7602d9702031cee,2013
53e99818b7602d9702031cf3,1993
53e99818b7602d9702031cf9,1998
53e99818b7602d9702031cfa,1997
53e99818b7602d9702031c71,2009
53e99818b7602d9702031c72,1987
53e99818b7602d9702031c73,1998
53e99818b7602d9702031c74,1957
53e99818b7602d9702031c75,2001
53e99818b7602d9702031c76,1996
53e99818b7602d9702031c78,2005
53e99818b7602d9702031c7a,2010
53e99818b7602d9702031d8f,1996
53e99818b7602d9702031d9d,2008
53e99818b7602d9702031dd8,2011
53e99818b7602d9702031e77,1995
53e99818b7602d9702031e78,2001
53e99818b7602d9702031e79,2001
53e99818b7602d9702031e7c,2007
53e99818b7602d9702031e7f,2007
53e99818b7602d9702031d3b,1967
53e99818b7602d9702031e81,2012
53e99818b7602d9702031d4e,1992
53e99818b7602d9702031d4f,1973
53e99818b7602d9702031d52,2006
53e99818b7602d9702031fc4,1991
53e99818b7602d9702031fc5,1985
53e99818b7602d9702031fc7,1993
53e99818b7602d9702031fc8,1980
53e99818b7602d9702031fc9,2005
53e99818b7602d9702031fca,2002
53e99818b7602d9702031fcb,2009
53e99818b7602d9702031fcd,2011
53e99818b7602d9702031fce,2013
53e99818b7602d9702031fcf,2009
53e99818b7602d9702031ff9,1998
53e99818b7602d9702031ffa,2010
53e99818b7602d9702031ffb,1969
53e99818b7602d9702031d83,2003
53e99818b7602d9702031d8e,2010
53e99818b7602d9702031d90,2012
53e99818b7602d9702031d91,2005
53e99818b7602d9702032441,2008
53e99818b7602d9702032442,2005
53e99818b7602d9702032443,2008
53e99818b7602d970203246d,1992
53e99818b7602d9702031e04,1997
53e99818b7602d9702031e05,1999
53e99818b7602d9702031e7a,1997
53e99818b7602d9702031e7d,2007
53e99818b7602d9702031e80,2011
53e99818b7602d97020320dc,1990
53e99818b7602d97020320dd,1995
53e99818b7602d97020320de,1995
53e99818b7602d97020320df,2001
53e99818b7602d97020320e0,1997
53e99818b7602d97020320e1,2005
53e99818b7602d97020320e4,2004
53e99818b7602d97020320e7,1996
53e99818b7602d970203254e,1999
53e99818b7602d97020320f2,1987
53e99818b7602d9702032565,2011
53e99818b7602d9702032589,2007
53e99818b7602d970203258a,1989
53e99818b7602d9702032598,2012
53e99818b7602d97020325c9,2012
53e99818b7602d97020321b8,2000
53e99818b7602d97020325ce,2004
53e99818b7602d97020325cf,2004
53e99818b7602d97020321b9,1995
53e99818b7602d97020321ba,1988
53e99818b7602d970203210e,2003
53e99818b7602d97020321bb,2004
53e99818b7602d97020321bc,2006
53e99818b7602d97020321bd,2004
53e99818b7602d97020321be,2007
53e99818b7602d97020321bf,2011
53e99818b7602d97020321c1,2013
53e99818b7602d9702032600,1994
53e99818b7602d9702032128,1977
53e99818b7602d97020321ee,2011
53e99818b7602d97020321ef,1997
53e99818b7602d97020321f0,2005
53e99818b7602d9702032335,1992
53e99818b7602d970203233e,2010
53e99818b7602d9702032338,2007
53e99818b7602d970203233c,2002
53e99818b7602d970203233d,1976
53e99818b7602d970203234a,1989
53e99818b7602d9702032350,2001
53e99818b7602d97020323b3,2004
53e99818b7602d970203289f,1987
53e99818b7602d97020328a6,1990
53e99818b7602d97020328a8,1996
53e99818b7602d97020328a9,2009
53e99818b7602d97020328aa,2009
53e99818b7602d97020328ab,2006
53e99818b7602d97020328ac,2014
53e99818b7602d97020328b1,1996
53e99818b7602d97020323fd,1994
53e99818b7602d97020323ff,1998
53e99818b7602d9702032402,1998
53e99818b7602d9702032403,2005
53e99818b7602d9702032404,2007
53e99818b7602d9702032406,2008
53e99818b7602d9702032407,2012
53e99818b7602d9702032408,2002
53e99818b7602d9702032409,1989
53e99818b7602d970203240a,2012
53e99818b7602d970203241b,2001
53e99818b7602d9702032941,1995
53e99818b7602d9702032945,2000
53e99818b7602d9702032946,2007
53e99818b7602d9702032948,2013
53e99818b7602d9702032949,2006
53e99818b7602d970203294a,2004
53e99818b7602d970203297d,2011
53e99818b7602d970203297e,2000
53e99818b7602d970203297f,1944
53e99818b7602d9702032981,2009
53e99818b7602d97020327b0,1996
53e99818b7602d97020327b1,2004
53e99818b7602d97020327b3,1986
53e99818b7602d97020327b4,2005
53e99818b7602d97020327b5,2007
53e99818b7602d97020327b6,2008
53e99818b7602d97020327dd,1997
53e99818b7602d97020327de,2005
53e99818b7602d9702032a63,1981
53e99818b7602d9702032a6e,2009
53e99818b7602d9702032a7e,2002
53e99818b7602d9702032a7f,1999
53e99818b7602d9702032a80,1991
53e99818b7602d9702032b14,1985
53e99818b7602d9702032b16,2001
53e99818b7602d9702032b1c,1977
53e99818b7602d9702032b83,2006
53e99818b7602d9702032b93,1989
53e99818b7602d9702032b96,2008
53e99818b7602d9702032b98,2005
53e99818b7602d9702032bac,2005
53e99818b7602d9702032c14,1993
53e99818b7602d9702032c17,1985
53e99818b7602d9702032c1e,2009
53e99818b7602d9702032cca,2012
53e99818b7602d9702032ce1,2011
53e99818b7602d9702032ce2,1984
53e99818b7602d9702032d3b,1998
53e99818b7602d9702032d3c,1998
53e99818b7602d9702032d3e,2007
53e99818b7602d9702032d3f,2009
53e99818b7602d9702032d49,2007
53e99818b7602d9702032d4a,1982
53e99818b7602d9702032df6,2013
53e99818b7602d9702032e1a,2000
53e99818b7602d9702032d95,2008
53e99818b7602d9702032e1b,2009
53e99818b7602d9702032d99,2010
53e99818b7602d9702032d9a,2014
53e99818b7602d9702032d9d,2007
53e99818b7602d9702032d9e,2013
53e99818b7602d9702032d9f,1995
53e99818b7602d9702032dda,2008
53e99818b7602d9702032e74,2013
53e99818b7602d9702032e87,2001
53e99818b7602d9702032e89,2000
53e99818b7602d9702032e94,2011
53e99818b7602d9702032e98,2011
53e99818b7602d9702032df7,2014
53e99818b7602d9702032fe4,1993
53e99818b7602d9702032fe6,2004
53e99818b7602d9702032fe7,2006
53e99818b7602d9702032fe9,2008
53e99818b7602d9702032e56,1956
53e99818b7602d9702032fef,2004
53e99818b7602d9702032ff6,2008
53e99818b7602d9702032e7c,1996
53e99818b7602d9702033616,2006
53e99818b7602d9702032e81,2013
53e99818b7602d9702032e82,2005
53e99818b7602d9702033649,2013
53e99818b7602d970203364a,2010
53e99818b7602d9702032f1d,1959
53e99818b7602d9702032f1f,2007
53e99818b7602d9702032eb7,2005
53e99818b7602d9702032f33,2002
53e99818b7602d9702032ec0,1987
53e99818b7602d9702032ec2,2002
53e99818b7602d9702032ec3,2000
53e99818b7602d9702032ec4,2003
53e99818b7602d9702032eca,2007
53e99818b7602d97020336ea,2002
53e99818b7602d97020336eb,2008
53e99818b7602d97020336f1,2010
53e99818b7602d9702032f47,2006
53e99818b7602d9702032ee7,1993
53e99818b7602d9702033047,2006
53e99818b7602d9702032f4a,1996
53e99818b7602d970203371d,2007
53e99818b7602d9702032f5c,2013
53e99818b7602d9702033735,2013
53e99818b7602d970203378f,2013
53e99818b7602d9702032f63,2009
53e99818b7602d97020337dc,2006
53e99818b7602d970203302c,2004
53e99818b7602d97020330dc,2009
53e99818b7602d9702033088,2009
53e99818b7602d9702032f80,2006
53e99818b7602d9702033089,2010
53e99818b7602d97020330e0,2006
53e99818b7602d9702032f84,2011
53e99818b7602d97020330e2,1996
53e99818b7602d9702033094,2011
53e99818b7602d9702033096,2004
53e99818b7602d970203382d,2003
53e99818b7602d97020330eb,2014
53e99818b7602d9702032f91,2008
53e99818b7602d97020330ea,2009
53e99818b7602d970203383d,2009
53e99818b7602d9702033135,1987
53e99818b7602d97020330fc,2004
53e99818b7602d970203313a,1986
53e99818b7602d970203313b,2004
53e99818b7602d970203313c,2006
53e99818b7602d970203313e,2007
53e99818b7602d9702033140,2008
53e99818b7602d9702033142,2005
53e99818b7602d9702033143,2004
53e99818b7602d9702032fbc,1989
53e99818b7602d9702032fbd,2008
53e99818b7602d9702032fbf,2014
53e99818b7602d9702033137,1990
53e99818b7602d9702033895,2005
53e99818b7602d97020338a7,1995
53e99818b7602d97020338a9,2012
53e99818b7602d97020338b1,2003
53e99818b7602d970203322c,2004
53e99818b7602d97020338df,1992
53e99818b7602d97020338e4,2002
53e99818b7602d97020338e6,2007
53e99818b7602d97020338e9,2010
53e99818b7602d97020338ea,2011
53e99818b7602d97020331d1,1994
53e99818b7602d97020338ec,2012
53e99818b7602d97020331d2,1998
53e99818b7602d97020338ee,2013
53e99818b7602d97020338ef,2007
53e99818b7602d97020331d3,2007
53e99818b7602d97020331d4,2003
53e99818b7602d97020331d5,2011
53e99818b7602d97020338f6,1974
53e99818b7602d970203329c,2010
53e99818b7602d97020331d6,2012
53e99818b7602d97020331d7,2012
53e99818b7602d97020331d8,2012
53e99818b7602d970203331a,1992
53e99818b7602d97020331db,2013
53e99818b7602d970203331c,2001
53e99818b7602d9702033320,2012
53e99818b7602d9702033322,2014
53e99818b7602d9702033329,2009
53e99818b7602d9702033049,1999
53e99818b7602d97020331e4,2011
53e99818b7602d9702033337,1994
53e99818b7602d97020331e5,2009
53e99818b7602d9702033338,2013
53e99818b7602d9702033339,2011
53e99818b7602d9702033067,2007
53e99818b7602d970203340c,2000
53e99818b7602d9702033084,1998
53e99818b7602d970203323d,1999
53e99818b7602d9702033087,2002
53e99818b7602d970203342d,2004
53e99818b7602d97020339c1,1978
53e99818b7602d970203342e,2011
53e99818b7602d970203308a,1998
53e99818b7602d970203308c,2003
53e99818b7602d9702033097,2008
53e99818b7602d9702033099,2004
53e99818b7602d970203325b,2000
53e99818b7602d97020339f7,2011
53e99818b7602d97020339fa,2002
53e99818b7602d97020339fb,2000
53e99818b7602d97020339fc,1997
53e99818b7602d9702033284,2008
53e99818b7602d9702033a11,2014
53e99818b7602d9702033289,1999
53e99818b7602d970203328a,2011
53e99818b7602d970203328b,1992
53e99818b7602d9702033158,1991
53e99818b7602d9702033159,2008
53e99818b7602d9702033a44,2002
53e99818b7602d9702033a45,2000
53e99818b7602d9702033a46,2004
53e99818b7602d9702033a49,2008
53e99818b7602d9702033a4a,2012
53e99818b7602d9702033a4b,2010
53e99818b7602d9702033a4d,2013
53e99818b7602d9702033a4f,1980
53e99818b7602d9702033a54,2011
53e99818b7602d9702033a65,2005
53e99818b7602d970203317b,1994
53e99818b7602d970203331b,2000
53e99818b7602d970203331d,2007
53e99818b7602d970203331e,2010
53e99818b7602d9702033328,1991
53e99818b7602d9702033ae3,2013
53e99818b7602d9702033ae4,1995
53e99818b7602d970203338f,1986
53e99818b7602d9702033390,2004
53e99818b7602d970203329b,1993
53e99818b7602d9702033391,2006
53e99818b7602d9702033aed,2001
53e99818b7602d9702033aee,1998
53e99818b7602d9702033393,2007
53e99818b7602d9702033aef,2010
53e99818b7602d9702033af1,2005
53e99818b7602d9702033af2,2011
53e99818b7602d9702033af3,2012
53e99818b7602d9702033af4,1982
53e99818b7602d970203339b,1983
53e99818b7602d9702033aff,2014
53e99818b7602d9702033b00,2003
53e99818b7602d97020332e0,2002
53e99818b7602d97020332e1,1987
53e99818b7602d97020332e2,2011
53e99818b7602d97020332e3,2015
53e99818b7602d97020332ed,2003
53e99818b7602d97020332ef,2008
53e99818b7602d9702033319,2012
53e99818b7602d9702033b5f,2003
53e99818b7602d9702033b60,2005
53e99818b7602d9702033b64,2009
53e99818b7602d9702033b66,2013
53e99818b7602d970203342f,2001
53e99818b7602d9702033b68,2006
53e99818b7602d9702033b69,1974
53e99818b7602d9702033b6b,2014
53e99818b7602d9702033b6c,2012
53e99818b7602d9702033434,1979
53e99818b7602d97020334ae,1983
53e99818b7602d9702033b93,2008
53e99818b7602d9702033b95,2011
53e99818b7602d97020334d1,1988
53e99818b7602d97020334d2,2014
53e99818b7602d97020334d5,2013
53e99818b7602d9702033446,2002
53e99818b7602d9702033bc2,1996
53e99818b7602d970203345c,2012
53e99818b7602d970203354b,2009
53e99818b7602d9702033550,2004
53e99818b7602d9702033551,1991
53e99818b7602d970203349a,2012
53e99818b7602d97020334cf,2001
53e99818b7602d97020334d4,2007
53e99818b7602d97020334dc,1993
53e99818b7602d97020335d2,1998
53e99818b7602d9702033633,1995
53e99818b7602d9702033636,1986
53e99818b7602d9702033515,2001
53e99818b7602d9702033516,2003
53e99818b7602d9702033517,2010
53e99818b7602d97020335a5,1999
53e99818b7602d97020335a7,2010
53e99818b7602d97020335ad,2003
53e99818b7602d97020335ae,2009
53e99818b7602d9702033677,2002
53e99818b7602d9702033679,2009
53e99818b7602d970203367d,2006
53e99818b7602d970203367e,2007
53e99818b7602d9702033c4b,2010
53e99818b7602d9702033c62,2014
53e99818b7602d9702033c63,1972
53e99818b7602d9702033c67,1992
53e99818b7602d97020335ea,2008
53e99818b7602d970203369a,2008
53e99818b7602d970203369b,2008
53e99818b7602d970203369e,2007
53e99818b7602d9702033c85,1998
53e99818b7602d9702033c87,2013
53e99818b7602d9702033c88,2012
53e99818b7602d97020335f7,1984
53e99818b7602d9702033ca1,1994
53e99818b7602d97020336af,2001
53e99818b7602d97020336bb,2011
53e99818b7602d97020336bc,2014
53e99818b7602d97020336ec,2012
53e99818b7602d9702033ceb,1998
53e99818b7602d9702033cec,2002
53e99818b7602d9702033ced,2004
53e99818b7602d9702033cee,2005
53e99818b7602d9702033cef,2011
53e99818b7602d9702033751,2007
53e99818b7602d9702033752,2013
53e99818b7602d9702033753,2008
53e99818b7602d9702033d01,2004
53e99818b7602d9702033d02,1988
53e99818b7602d9702033d03,2016
53e99818b7602d970203375d,1999
53e99818b7602d970203378e,2012
53e99818b7602d9702033761,2011
53e99818b7602d97020337a3,2002
53e99818b7602d97020337a5,2009
53e99818b7602d97020337b0,2012
53e99818b7602d9702033778,2007
53e99818b7602d97020337b1,1985
53e99818b7602d97020337b2,2011
53e99818b7602d9702033d4e,1996
53e99818b7602d9702033d4f,1986
53e99818b7602d9702033d50,2007
53e99818b7602d9702033d51,2003
53e99818b7602d97020337bd,2007
53e99818b7602d9702033d5e,2004
53e99818b7602d97020337e4,2003
53e99818b7602d9702034004,1998
53e99818b7602d970203380e,2008
53e99818b7602d9702034043,1979
53e99818b7602d9702033dc8,1999
53e99818b7602d9702033dcd,2010
53e99818b7602d9702033dce,2011
53e99818b7602d9702033dcf,2012
53e99818b7602d97020338db,2012
53e99818b7602d97020338dc,2000
53e99818b7602d9702034054,2007
53e99818b7602d97020338dd,2001
53e99818b7602d97020338e5,1994
53e99818b7602d97020338eb,2011
53e99818b7602d97020338ed,2014
53e99818b7602d9702033de2,2013
53e99818b7602d97020340a1,2004
53e99818b7602d97020340aa,1993
53e99818b7602d97020339b1,1927
53e99818b7602d97020340af,2002
53e99818b7602d97020340b0,2009
53e99818b7602d97020340b3,2005
53e99818b7602d97020340b4,2006
53e99818b7602d97020340b6,2008
53e99818b7602d97020340b7,2009
53e99818b7602d9702033e4d,1988
53e99818b7602d9702033e52,2006
53e99818b7602d9702033e53,2008
53e99818b7602d9702033e54,1985
53e99818b7602d97020340db,2002
53e99818b7602d9702033e55,2004
53e99818b7602d97020340dc,2010
53e99818b7602d97020340dd,2008
53e99818b7602d9702033e8f,2003
53e99818b7602d9702033e90,2001
53e99818b7602d9702033e91,2006
53e99818b7602d9702033e92,2007
